TagID	Timestamp	accX	accY	accZ	gyroX	gyroY	gyroZ	compX	compY	compZ	Activity	Pressure	Temp. (?C)
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.000	0.2249	-0.0107	0.8289	-18.3563	12.9929	-39.4440	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.100	0.2178	-0.0388	0.8923	-42.3050	33.1116	-82.1533	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.200	0.1973	0.0010	1.0139	-28.7399	37.1170	-91.5527	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.300	0.1621	-0.0178	1.0066	-7.3929	38.4140	-91.4001	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.400	0.1201	-0.0256	0.9766	-4.4556	35.5301	-85.7239	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.500	0.0781	-0.0334	0.9463	-1.5106	32.6462	-80.0400	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.600	0.0220	0.0034	1.0059	0.8774	24.6506	-60.7834	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.700	0.0198	-0.0498	0.9788	-2.0294	18.0054	-38.5818	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.800	0.0420	-0.0393	1.0359	3.8147	5.3177	-25.6119	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:18.900	0.0730	-0.0906	1.0063	-5.7144	-3.8605	-12.7869	22.4769	7.0058	2.9191	Active	-199.000703882612	-380.47
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.000	0.1433	-0.0886	0.9875	-10.3607	-8.7585	1.5411	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.100	0.1914	-0.1079	0.9502	-4.9286	-7.6447	15.7928	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.200	0.2341	-0.0291	1.0083	5.2109	-5.1346	24.0784	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.300	0.2371	-0.0488	0.9792	-2.6703	-7.3624	27.5192	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.400	0.2510	-0.1001	0.9556	-2.4261	-13.9160	20.4468	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.500	0.1965	-0.1675	0.9072	-14.6103	-17.4332	7.2403	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.600	0.1531	-0.1477	0.9331	-21.9040	-14.4730	-5.5618	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.700	0.1638	-0.1487	0.9622	-26.7334	-3.9062	-15.9836	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.800	0.1516	-0.1917	1.0032	-25.5814	13.2675	-24.9786	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:19.900	0.2593	-0.0955	1.0945	1.5335	31.7917	-29.6783	34.2991	27.8771	3.0650	Inactive	1004.28507546095	26.65
01_S1_agmdE_290523_calib	29/05/2023 16:17:20.000	0.1997	-0.1418	1.0100	12.2757	42.0837	-31.3568	37.2182	28.7529	1.8974	Inactive	1003.56308825652	26.66
01_S1_agmdE_290523_calib	29/05/2023 16:17:20.100	0.0913	-0.2046	0.9602	12.1155	33.6304	-32.5623	37.2182	28.7529	1.8974	Inactive	1003.56308825652	26.66
01_S1_agmdE_290523_calib	29/05/2023 16:17:20.200	-0.0464	-0.1655	0.9780	10.2768	16.5787	-19.8288	37.2182	28.7529	1.8974	Inactive	1003.56308825652	26.66
